Date,Product_ID,Product_Name,Category,Quantity,Sales_Amount,Actual_Lead_Time,Scheduled_Lead_Time,Year,Month,Day,DayOfWeek,Safety_Stock,Reorder_Point,Predicted_Demand
2018-01-12 23:51:00,1360,Smart watch ,Sporting Goods,1,327.75,2,1,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 23:30:00,1360,Smart watch ,Sporting Goods,1,327.75,1,0,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 23:09:00,1360,Smart watch ,Sporting Goods,1,327.75,1,0,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 22:48:00,1360,Smart watch ,Sporting Goods,1,327.75,1,0,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 22:27:00,1360,Smart watch ,Sporting Goods,1,327.75,1,0,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 22:05:00,1360,Smart watch ,Sporting Goods,1,327.75,4,4,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 21:44:00,1360,Smart watch ,Sporting Goods,1,327.75,3,4,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 21:23:00,1360,Smart watch ,Sporting Goods,1,327.75,2,4,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 21:02:00,1360,Smart watch ,Sporting Goods,1,327.75,6,4,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 20:41:00,1360,Smart watch ,Sporting Goods,1,327.75,5,2,2018,1,12,4,2.5098039215686274,6.0,1.0
2018-01-12 20:20:00,1360,Smart watch ,Sporting Goods,1,327.75,4,4,2018,1,12,4,2.5098039215686274,6.0,1.0
2016-02-24 13:57:00,365,Perfect Fitness Perfect Rip Deck,Cleats,2,119.9800034,5,2,2016,2,24,2,7.496411310278052,18.037446461350196,2.9652571814779303
2016-10-25 14:39:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,2,79.98000336,2,2,2016,10,25,1,7.488873670742023,17.93444475840633,2.912940952207903
2016-03-30 04:37:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,2,100.0,6,2,2016,3,30,2,7.528035306702713,17.95749940575232,3.07537550573578
2016-10-30 01:31:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,2,79.98000336,2,2,2016,10,30,6,7.488873670742023,17.93444475840633,2.831428560335168
2016-11-28 01:18:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,2,100.0,3,2,2016,11,28,0,7.528035306702713,17.95749940575232,2.9498039519671253
2016-12-31 15:47:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,2,100.0,5,2,2016,12,31,5,7.528035306702713,17.95749940575232,2.926764656406306
2015-10-25 06:24:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,2,100.0,6,2,2015,10,25,6,7.528035306702713,17.95749940575232,2.984925304865204
2016-06-11 15:12:00,278,Under Armour Men's Compression EV SL Slide,Electronics,2,89.98000336,2,2,2016,6,11,5,7.891492346938776,17.42142857142857,2.890984470339549
2016-08-24 21:45:00,249,Under Armour Women's Micro G Skulpt Running S,Boxing & MMA,2,109.9400024,5,2,2016,8,24,2,7.527152205319962,17.70731707317073,2.970881795797455
2016-04-13 10:12:00,365,Perfect Fitness Perfect Rip Deck,Cleats,2,119.9800034,6,2,2016,4,13,2,7.496411310278052,18.037446461350196,2.9756139583488608
2016-05-22 14:10:00,365,Perfect Fitness Perfect Rip Deck,Cleats,2,119.9800034,4,2,2016,5,22,6,7.496411310278052,18.037446461350196,2.97633173597641
2016-10-04 22:55:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,3,299.9700012,2,2,2016,10,4,1,7.553746808217232,18.08529870983647,3.037981126513057
2016-11-08 12:32:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,3,119.9700012,5,2,2016,11,8,1,7.488873670742023,17.93444475840633,2.948225972748883
2016-11-11 05:21:00,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,3,65.97000122,5,2,2016,11,11,4,7.662280953748923,18.91525423728813,3.0205343371091904
2016-12-08 00:14:00,828,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,3,95.97000122,5,2,2016,12,8,3,7.297023933402705,17.53548387096774,3.0565638663622288
2015-07-07 05:31:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,3,299.9700012,3,2,2015,7,7,1,7.553746808217232,18.08529870983647,3.008110611089906
2017-07-22 07:16:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,3,299.9700012,2,2,2017,7,22,5,7.553746808217232,18.08529870983647,3.0184179229889416
2017-08-07 06:33:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,3,299.9700012,6,2,2017,8,7,0,7.553746808217232,18.08529870983647,2.9507533275807374
2015-09-22 07:41:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,4,2,2015,9,22,1,7.496411310278052,18.037446461350196,3.00619198798872
2017-07-02 09:03:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,2,2,2017,7,2,6,7.496411310278052,18.037446461350196,3.0165272773575795
2015-09-08 12:15:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,3,2,2015,9,8,1,7.496411310278052,18.037446461350196,2.978180707326726
2017-08-20 07:03:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,3,2,2017,8,20,6,7.496411310278052,18.037446461350196,3.07204154822498
2017-07-22 07:16:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,2,2,2017,7,22,5,7.528035306702713,17.95749940575232,2.873607703874689
2017-08-04 02:31:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,3,119.9700012,4,2,2017,8,4,4,7.488873670742023,17.93444475840633,3.0590518342176183
2017-09-18 01:14:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,3,2,2017,9,18,0,7.528035306702713,17.95749940575232,3.001541784760412
2015-07-02 19:42:00,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,3,65.97000122,6,2,2015,7,2,3,7.662280953748923,18.91525423728813,2.991809790710755
2015-03-28 00:55:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,3,299.9700012,6,2,2015,3,28,5,7.553746808217232,18.08529870983647,2.986750182502891
2017-04-02 16:43:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,5,2,2017,4,2,6,7.496411310278052,18.037446461350196,3.0597185238206834
2017-05-05 14:23:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,4,2,2017,5,5,4,7.496411310278052,18.037446461350196,3.060133345807307
2015-04-25 04:44:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,5,2,2015,4,25,5,7.496411310278052,18.037446461350196,3.056411553049218
2015-04-25 01:14:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,5,2,2015,4,25,5,7.496411310278052,18.037446461350196,3.056411553049218
2015-04-25 01:14:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,5,2,2015,4,25,5,7.496411310278052,18.037446461350196,3.056411553049218
2017-06-06 15:03:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,3,2,2017,6,6,1,7.496411310278052,18.037446461350196,2.9732693491587656
2017-02-18 16:36:00,365,Perfect Fitness Perfect Rip Deck,Cleats,3,179.9700012,4,2,2017,2,18,5,7.496411310278052,18.037446461350196,3.0412090302713533
2015-04-26 03:10:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,4,2,2015,4,26,6,7.528035306702713,17.95749940575232,2.9523498812145146
2015-04-10 00:02:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,3,119.9700012,4,2,2015,4,10,4,7.488873670742023,17.93444475840633,3.0371352751959177
2017-04-11 15:49:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,4,2,2017,4,11,1,7.528035306702713,17.95749940575232,2.951659327017085
2015-04-25 04:44:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,5,2,2015,4,25,5,7.528035306702713,17.95749940575232,2.923358205121852
2017-03-16 02:54:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,6,2,2017,3,16,3,7.528035306702713,17.95749940575232,3.025571664223875
2015-03-29 10:33:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,2,2,2015,3,29,6,7.528035306702713,17.95749940575232,3.1073257260616614
2015-02-03 00:28:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,4,2,2015,2,3,1,7.528035306702713,17.95749940575232,2.9286088694729595
2015-02-03 00:28:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,4,2,2015,2,3,1,7.528035306702713,17.95749940575232,2.9286088694729595
2017-02-18 13:05:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,3,150.0,4,2,2017,2,18,5,7.528035306702713,17.95749940575232,3.286733472883298
2017-01-18 19:37:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,3,119.9700012,4,2,2017,1,18,2,7.488873670742023,17.93444475840633,3.2072249054935016
2015-03-13 18:59:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,5,4,2015,3,13,4,7.528035306702713,17.95749940575232,3.039328383068831
2017-02-07 09:47:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,6,4,2017,2,7,1,7.488873670742023,17.93444475840633,3.000512815931276
2015-04-03 19:08:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,4,4,2015,4,3,4,7.488873670742023,17.93444475840633,3.0076456087783874
2017-04-13 14:25:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,2,4,2017,4,13,3,7.528035306702713,17.95749940575232,2.9588081337904213
2015-04-02 03:33:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,6,4,2015,4,2,3,7.528035306702713,17.95749940575232,2.93375685212437
2017-01-31 11:43:00,642,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,5,150.0,2,4,2017,1,31,1,7.691828254847646,18.31578947368421,3.04858092399482
2017-03-30 23:12:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,3,4,2017,3,30,3,7.488873670742023,17.93444475840633,3.109320735621766
2017-03-25 23:02:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,5,4,2017,3,25,5,7.528035306702713,17.95749940575232,3.0103154763418343
2017-02-05 01:01:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,4,4,2017,2,5,6,7.528035306702713,17.95749940575232,2.901502488092468
2017-04-15 14:04:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,3,4,2017,4,15,5,7.488873670742023,17.93444475840633,3.007713232711302
2015-02-15 18:40:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,3,4,2015,2,15,6,7.528035306702713,17.95749940575232,3.0697688035504185
2017-05-27 16:48:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,3,4,2017,5,27,5,7.528035306702713,17.95749940575232,2.8553240640787347
2015-02-25 20:46:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,4,4,2015,2,25,2,7.488873670742023,17.93444475840633,3.009112747118578
2017-05-31 11:33:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,2,4,2017,5,31,2,7.528035306702713,17.95749940575232,2.933772039531489
2015-01-15 04:32:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,4,4,2015,1,15,3,7.488873670742023,17.93444475840633,3.0500378422259105
2017-04-26 15:16:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,5,4,2017,4,26,2,7.528035306702713,17.95749940575232,2.924420408961467
2017-03-07 19:12:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,6,4,2017,3,7,1,7.528035306702713,17.95749940575232,3.049200391204088
2017-04-20 18:47:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,4,4,2017,4,20,3,7.528035306702713,17.95749940575232,2.9489959132647128
2017-03-03 06:14:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,5,4,2017,3,3,4,7.528035306702713,17.95749940575232,3.144533938016425
2017-06-04 16:06:00,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,5,199.9499969,4,4,2017,6,4,6,7.488873670742023,17.93444475840633,2.94260522460127
2017-05-16 21:33:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,3,4,2017,5,16,1,7.528035306702713,17.95749940575232,2.9707606428513667
2017-02-07 09:47:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,6,4,2017,2,7,1,7.528035306702713,17.95749940575232,3.0379320442201587
2015-05-27 01:32:00,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,5,250.0,3,4,2015,5,27,2,7.528035306702713,17.95749940575232,2.953996333325258
2017-03-28 05:20:00,818,Titleist Pro V1x Golf Balls,Electronics,5,239.9499969,5,4,2017,3,28,1,7.663773455674828,17.79381443298969,3.0149995047721
2017-02-05 01:01:00,825,Bridgestone e6 Straight Distance NFL Tennesse,Electronics,5,159.9499969,4,4,2017,2,5,6,7.32494057442202,18.79377431906615,3.2460443153070497
2017-05-02 03:00:00,306,Polar FT4 Heart Rate Monitor,Kids' Golf Clubs,5,449.9500122,6,4,2017,5,2,1,8.22111111111111,19.6,2.725396154989024
2017-04-03 23:53:00,977,ENO Atlas Hammock Straps,Hunting & Shooting,5,149.9499969,4,4,2017,4,3,0,7.863163645774426,18.53869969040248,4.1390864340338025
2015-04-30 23:49:00,44,adidas Men's F10 Messi TRX FG Soccer Cleat,Baseball & Softball,5,299.9500122,2,4,2015,4,30,3,7.661392098898146,18.472131147540985,3.1104764839490944
2017-04-27 03:32:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,5,4,2017,4,27,3,7.553746808217232,18.08529870983647,3.068134149057697
2015-02-02 03:27:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,4,4,2015,2,2,0,7.553746808217232,18.08529870983647,2.9123289325045643
2017-02-13 16:05:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,5,4,2017,2,13,0,7.553746808217232,18.08529870983647,3.008020104718085
2017-05-27 23:28:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,2,4,2017,5,27,5,7.553746808217232,18.08529870983647,3.0505980501359944
2017-03-19 19:53:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,5,4,2017,3,19,6,7.553746808217232,18.08529870983647,3.094096626798871
2015-05-07 15:56:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,4,4,2015,5,7,3,7.553746808217232,18.08529870983647,3.002405509815146
2015-04-27 11:23:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,6,4,2015,4,27,0,7.553746808217232,18.08529870983647,3.0151556740059937
2017-04-14 18:06:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,6,4,2017,4,14,4,7.553746808217232,18.08529870983647,3.0254182977989523
2015-05-07 01:13:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,5,499.9500122,2,4,2015,5,7,3,7.553746808217232,18.08529870983647,3.002405509815146
2017-06-12 05:55:00,251,Brooks Women's Ghost 6 Running Shoe,Boxing & MMA,5,449.9500122,3,4,2017,6,12,0,8.176308539944904,19.272727272727277,2.904202320000693
2017-03-26 15:30:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,2,4,2017,3,26,6,7.496411310278052,18.037446461350196,3.0228542178779803
2017-02-17 11:52:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,2,4,2017,2,17,4,7.496411310278052,18.037446461350196,3.0209705726992464
2017-01-25 01:13:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,6,4,2017,1,25,2,7.496411310278052,18.037446461350196,3.025325407838926
2017-02-06 06:27:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,3,4,2017,2,6,0,7.496411310278052,18.037446461350196,3.1503133086943675
2017-05-22 06:08:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,5,4,2017,5,22,0,7.496411310278052,18.037446461350196,3.035703993136299
2017-02-21 01:00:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,5,4,2017,2,21,1,7.496411310278052,18.037446461350196,3.043942671421754
2015-01-06 19:26:00,365,Perfect Fitness Perfect Rip Deck,Cleats,5,299.9500122,5,4,2015,1,6,1,7.496411310278052,18.037446461350196,2.944038958581773
2017-01-15 04:44:00,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,1,99.98999786,6,2,2017,1,15,6,7.553746808217232,18.08529870983647,3.057921958726374
2016-10-28 19:23:00,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,1,129.9900055,6,2,2016,10,28,4,2.498741346758968,6.0,1.0
2016-09-19 13:39:00,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,1,129.9900055,3,2,2016,9,19,0,2.498741346758968,6.0,1.0
2016-08-25 22:16:00,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,1,129.9900055,5,2,2016,8,25,3,2.498741346758968,6.0,1.0
2016-10-28 19:23:00,365,Perfect Fitness Perfect Rip Deck,Cleats,1,59.99000168,6,2,2016,10,28,4,7.496411310278052,18.037446461350196,3.048370989960308
2016-10-07 23:26:00,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,1,129.9900055,4,2,2016,10,7,4,2.498741346758968,6.0,1.0
2016-11-03 21:49:00,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,1,299.980011,4,2,2016,11,3,3,2.501784543666691,6.0,1.0
2016-08-25 22:16:00,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,1,299.980011,5,2,2016,8,25,3,2.501784543666691,6.0,1.0
2017-11-03 13:05:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,3,2,2017,11,3,4,2.5684454756380517,6.0,1.0
2017-10-14 11:42:00,1349,Web Camera,Cameras ,1,452.0400085,4,2,2017,10,14,5,2.6621621621621623,6.0,1.0
2017-11-04 01:21:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,3,2,2017,11,4,5,2.5684454756380517,6.0,1.0
2017-10-16 01:12:00,1349,Web Camera,Cameras ,1,452.0400085,6,2,2017,10,16,0,2.6621621621621623,6.0,1.0
2017-11-03 18:20:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,3,2,2017,11,3,4,2.5684454756380517,6.0,1.0
2017-10-13 03:08:00,1349,Web Camera,Cameras ,1,452.0400085,6,2,2017,10,13,4,2.6621621621621623,6.0,1.0
2017-11-02 10:06:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,6,2,2017,11,2,3,2.5684454756380517,6.0,1.0
2017-10-29 12:55:00,1351,Dell Laptop,Computers,1,1500.0,5,2,2017,10,29,6,2.3846153846153846,6.0,1.0
2017-10-13 08:44:00,1349,Web Camera,Cameras ,1,452.0400085,2,2,2017,10,13,4,2.6621621621621623,6.0,1.0
2017-10-11 06:17:00,1349,Web Camera,Cameras ,1,452.0400085,3,2,2017,10,11,2,2.6621621621621623,6.0,1.0
2017-10-30 01:10:00,1351,Dell Laptop,Computers,1,1500.0,5,2,2017,10,30,0,2.3846153846153846,6.0,1.0
2017-10-13 14:41:00,1349,Web Camera,Cameras ,1,452.0400085,4,2,2017,10,13,4,2.6621621621621623,6.0,1.0
2017-11-03 03:58:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,2,2,2017,11,3,4,2.5684454756380517,6.0,1.0
2017-10-10 04:21:00,1349,Web Camera,Cameras ,1,452.0400085,4,2,2017,10,10,1,2.6621621621621623,6.0,1.0
2017-11-04 05:12:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,4,2,2017,11,4,5,2.5684454756380517,6.0,1.0
2017-10-26 14:51:00,1351,Dell Laptop,Computers,1,1500.0,5,2,2017,10,26,3,2.3846153846153846,6.0,1.0
2017-10-13 13:59:00,1349,Web Camera,Cameras ,1,452.0400085,2,2,2017,10,13,4,2.6621621621621623,6.0,1.0
2017-11-01 20:05:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,6,2,2017,11,1,2,2.5684454756380517,6.0,1.0
2017-10-17 11:32:00,1349,Web Camera,Cameras ,1,452.0400085,4,2,2017,10,17,1,2.6621621621621623,6.0,1.0
2017-11-01 19:02:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,3,2,2017,11,1,2,2.5684454756380517,6.0,1.0
2017-10-13 12:35:00,1349,Web Camera,Cameras ,1,452.0400085,3,2,2017,10,13,4,2.6621621621621623,6.0,1.0
2017-11-01 18:20:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,6,2,2017,11,1,2,2.5684454756380517,6.0,1.0
2017-11-01 05:44:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,5,2,2017,11,1,2,2.5684454756380517,6.0,1.0
2017-11-02 13:15:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,5,2,2017,11,2,3,2.5684454756380517,6.0,1.0
2017-10-13 18:11:00,1349,Web Camera,Cameras ,1,452.0400085,4,2,2017,10,13,4,2.6621621621621623,6.0,1.0
2017-10-11 22:03:00,1349,Web Camera,Cameras ,1,452.0400085,3,2,2017,10,11,2,2.6621621621621623,6.0,1.0
2017-11-03 14:08:00,1352,Industrial consumer electronics,Consumer Electronics,1,252.8800049,6,2,2017,11,3,4,2.5684454756380517,6.0,1.0
2017-10-26 18:21:00,1351,Dell Laptop,Computers,1,1500.0,5,2,2017,10,26,3,2.3846153846153846,6.0,1.0
2017-10-11 02:26:00,1349,Web Camera,Cameras ,1,452.0400085,2,2,2017,10,11,2,2.6621621621621623,6.0,1.0
